
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;16I140106: Mouriscas;1257;206;67;83;149;265;487;
;16I140107: Pego;585;83;39;32;66;137;228;
;16I140108: Rio de Moinhos;195;49;28;10;22;42;44;
;16I140115: Tramagal;259;34;25;21;40;48;91;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;836;152;68;65;104;204;243;
;16I140121: União das freguesias de Aldeia do Mato e Souto;549;120;54;32;74;118;151;
;16I140122: União das freguesias de Alvega e Concavada;591;128;48;41;79;126;169;
;16I140123: União das freguesias de São Facundo e Vale das Mós;586;98;61;36;79;156;156;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;623;85;53;69;90;153;173;
;16I1402: Alcanena;3277;732;222;301;540;692;790;
;16I140202: Bugalhos;453;109;29;48;70;103;94;
;16I140206: Minde;487;107;41;44;73;103;119;
;16I140207: Moitas Venda;178;38;11;15;27;33;54;
;16I140208: Monsanto;243;49;9;19;43;47;76;
;16I140209: Serra de Santo António;337;86;33;45;47;65;61;
;16I140211: União das freguesias de Alcanena e Vila Moreira;586;133;45;61;92;117;138;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;993;210;54;69;188;224;248;
;16I1408: Constância;428;83;37;36;51;78;143;
;16I140801: Constância;75;20;4;15;6;11;19;
;16I140802: Montalvo;99;19;8;6;11;21;34;
;16I140803: Santa Margarida da Coutada;254;44;25;15;34;46;90;
;16I1410: Entroncamento;225;51;24;15;36;41;58;
;16I141002: Nossa Senhora de Fátima;- -;- -;- -;- -;- -;- -;- -;
;16I141001: São João Baptista;225;51;24;15;36;41;58;
;16I1411: Ferreira do Zêzere;6574;1618;456;529;1017;1285;1669;
;16I141101: Águas Belas;576;144;47;35;107;135;108;
;16I141103: Beco;766;175;48;63;122;145;213;
;16I141104: Chãos;672;130;40;52;83;122;245;
;16I141106: Ferreira do Zêzere;810;219;64;69;119;157;182;
;16I141107: Igreja Nova do Sobral;737;193;57;54;122;149;162;
;16I141110: Nossa Senhora do Pranto;870;215;54;87;142;143;229;
;16I141111: União das freguesias de Areias e Pias;2143;542;146;169;322;434;530;
;16I1413: Mação;5086;948;323;301;711;1165;1638;
;16I141302: Amêndoa;363;72;24;20;32;92;123;
;16I141303: Cardigos;733;116;43;46;98;185;245;
;16I141304: Carvoeiro;706;181;44;44;115;143;179;
;16I141305: Envendos;1174;214;65;66;166;234;429;
;16I141307: Ortiga;314;55;15;26;51;80;87;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1796;310;132;99;249;431;575;
;16I1421: Ourém;17816;5773;1461;1653;2719;3172;3038;
;16I142101: Alburitel;587;170;52;56;99;121;89;
;16I142102: Atouguia;972;316;60;72;163;184;177;
;16I142104: Caxarias;716;223;38;53;136;134;132;
;16I142105: Espite;571;157;32;42;80;129;131;
;16I142106: Fátima;1422;473;124;99;217;254;255;
;16I142115: Nossa Senhora da Piedade;1022;331;92;87;170;195;147;
;16I142111: Nossa Senhora das Misericórdias;2504;803;187;223;349;432;510;
;16I142113: Seiça;1016;278;88;102;147;206;195;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;2468;843;175;250;432;416;352;
;16I142120: União das freguesias de Gondemaria e Olival;2094;674;185;202;296;355;382;
;16I142121: União das freguesias de Matas e Cercal;986;348;84;106;149;150;149;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;2547;919;263;283;362;386;334;
;16I142114: Urqueira;911;238;81;78;119;210;185;
;16I1417: Sardoal;2112;513;161;159;254;420;605;
;16I141701: Alcaravela;845;257;83;78;98;153;176;
;16I141702: Santiago de Montalegre;252;73;9;16;34;54;66;
;16I141703: Sardoal;783;142;49;54;98;172;268;
;16I141704: Valhascos;232;41;20;11;24;41;95;
;16I0509: Sertã;11167;3090;942;920;1595;1986;2634;
;16I050901: Cabeçudo;345;82;27;17;59;56;104;
;16I050902: Carvalhal;560;186;47;55;69;93;110;
;16I050903: Castelo;920;281;87;75;135;163;179;
;16I050911: Pedrógão Pequeno;652;132;51;43;111;136;179;
;16I050912: Sertã;2647;732;220;210;369;491;625;
;16I050913: Troviscal;1223;359;128;110;184;189;253;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;2595;772;212;230;367;433;581;
;16I050916: União das freguesias de Cumeada e Marmeleiro;885;189;61;66;111;206;252;
;16I050917: União das freguesias de Ermida e Figueiredo;580;165;49;49;93;97;127;
;16I050914: Várzea dos Cavaleiros;760;192;60;65;97;122;224;
;16I1418: Tomar;13048;3094;868;1075;2092;2804;3115;
;16I141802: Asseiceira;720;198;36;54;113;129;190;
;16I141804: Carregueiros;442;103;44;34;58;117;86;
;16I141808: Olalhas;1324;404;110;130;211;246;223;
;16I141809: Paialvo;1151;257;87;85;170;271;281;
;16I141814: Sabacheira;619;129;29;45;98;137;181;
;16I141813: São Pedro de Tomar;782;217;66;63;127;122;187;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;978;216;52;82;196;204;228;
;16I141818: União das freguesias de Casais e Alviobeira;2164;521;143;187;351;422;540;
;16I141819: União das freguesias de Madalena e Beselga;1906;497;154;151;297;412;395;
;16I141820: União das freguesias de Serra e Junceira;1650;287;86;128;254;430;465;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;1312;265;61;116;217;314;339;
;16I1419: Torres Novas;9191;2088;826;819;1324;2052;2082;
;16I141902: Assentiz;1447;398;116;131;212;274;316;
;16I141904: Chancelaria;1194;313;116;108;176;220;261;
;16I141917: Meia Via;- -;- -;- -;- -;- -;- -;- -;
;16I141909: Pedrógão;767;182;53;64;115;184;169;
;16I141910: Riachos;384;73;40;27;53;98;93;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1707;323;124;150;238;376;496;
;16I141919: União das freguesias de Olaia e Paço;941;217;86;81;123;179;255;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);1444;319;145;133;213;374;260;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1134;238;131;118;174;291;182;
;16I141916: Zibreira;173;25;15;7;20;56;50;
;16I0510: Vila de Rei;2847;660;203;215;359;574;836;
;16I051001: Fundada;599;151;36;36;62;122;192;
;16I051002: São João do Peso;234;39;13;13;34;50;85;
;16I051003: Vila de Rei;2014;470;154;166;263;402;559;
;16I1420: Vila Nova da Barquinha;600;129;38;49;113;115;156;
;16I142001: Atalaia;185;31;15;13;32;34;60;
;16I142002: Praia do Ribatejo;300;83;15;30;53;44;75;
;16I142003: Tancos;17;1;1;- -;1;6;8;
;16I142006: Vila Nova da Barquinha;98;14;7;6;27;31;13;
;16J: Beiras e Serra da Estrela;105282;28032;8186;9148;15020;20211;24685;
;16J0902: Almeida;5054;1340;341;428;700;977;1268;
;16J090203: Almeida;394;103;17;42;57;78;97;
;16J090207: Castelo Bom;161;29;6;15;23;42;46;
;16J090209: Freineda;255;44;19;20;38;61;73;
;16J090210: Freixo;206;68;25;17;29;29;38;
;16J090213: Malhada Sorda;284;78;13;20;41;57;75;
;16J090219: Nave de Haver;442;96;26;40;75;96;109;
;16J090224: São Pedro de Rio Seco;218;39;15;14;31;55;64;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;384;106;25;17;52;58;126;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;415;128;37;32;49;65;104;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;380;88;21;27;37;74;133;
;16J090233: União das freguesias de Junça e Naves;312;102;20;26;53;52;59;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;396;95;27;26;54;87;107;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;245;64;17;26;37;44;57;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;484;140;32;33;60;100;119;
;16J090227: Vale da Mula;260;88;25;38;35;35;39;
;16J090229: Vilar Formoso;218;72;16;35;29;44;22;
;16J0501: Belmonte;2906;679;249;207;482;648;641;
;16J050102: Caria;1053;279;107;65;141;229;232;
;16J050104: Inguias;542;121;48;34;118;109;112;
;16J050105: Maçainhas;369;71;29;26;55;78;110;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;942;208;65;82;168;232;187;
;16J0903: Celorico da Beira;4933;1598;417;429;574;740;1175;
;16J090302: Baraçal;186;71;16;21;17;22;39;
;16J090304: Carrapichana;157;43;10;10;15;28;51;
;16J090322: Casas do Soeiro;103;44;7;11;14;16;11;
;16J090306: Forno Telheiro;584;195;62;60;63;70;134;
;16J090307: Lajeosa do Mondego;389;149;47;43;47;50;53;
;16J090308: Linhares;281;81;25;11;24;37;103;
;16J090309: Maçal do Chão;207;75;18;19;18;35;42;
;16J090310: Mesquitela;250;60;18;15;30;37;90;
;16J090311: Minhocal;231;74;27;23;20;40;47;
;16J090312: Prados;220;88;21;19;19;23;50;
;16J090314: Ratoeira;154;44;10;8;26;32;34;
;16J090323: União das freguesias de Açores e Velosa;371;136;22;34;50;60;69;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;707;199;40;51;112;128;177;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;447;132;48;28;38;86;115;
;16J090326: União das freguesias de Rapa e Cadafaz;301;103;23;33;32;31;79;
;16J090318: Vale de Azares;345;104;23;43;49;45;81;
;16J0503: Covilhã;8014;1985;559;679;1327;1885;1579;
;16J050302: Aldeia de São Francisco de Assis;32;12;2;1;10;3;4;
;16J050305: Boidobra;254;86;19;26;51;41;31;
;16J050308: Cortes do Meio;130;5;8;4;14;58;41;
;16J050309: Dominguizo;200;39;17;9;31;46;58;
;16J050310: Erada;258;50;22;18;43;75;50;
;16J050311: Ferro;874;260;93;100;121;142;158;
;16J050312: Orjais;625;169;55;66;92;135;108;
;16J050314: Paul;550;118;20;28;97;161;126;
;16J050315: Peraboa;700;210;58;65;95;141;131;
;16J050318: São Jorge da Beira;41;7;2;3;4;12;13;
;16J050322: Sobral de São Miguel;157;32;5;8;26;49;37;
;16J050324: Tortosendo;564;157;32;47;99;128;101;
;16J050325: Unhais da Serra;177;41;9;15;25;40;47;
;16J050332: União das freguesias de Barco e Coutada;486;116;33;30;88;104;115;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;508;126;36;39;72;135;100;
;16J050334: União das freguesias de Casegas e Ourondo;202;45;11;15;23;55;53;
;16J050335: União das freguesias de Covilhã e Canhoso;316;93;24;26;47;66;60;
;16J050336: União das freguesias de Peso e Vales do Rio;365;110;30;27;51;70;77;
;16J050337: União das freguesias de Teixoso e Sarzedo;850;147;48;102;214;228;111;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;372;77;23;26;62;124;60;
;16J050327: Verdelhos;353;85;12;24;62;72;98;
;16J0904: Figueira de Castelo Rodrigo;5280;1216;383;443;758;1074;1406;
;16J090403: Castelo Rodrigo;116;24;9;8;21;20;34;
;16J090406: Escalhão;642;135;34;51;95;171;156;
;16J090408: Figueira de Castelo Rodrigo;604;153;51;72;86;127;115;
;16J090410: Mata de Lobos;394;90;30;23;64;92;95;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;876;191;69;57;115;168;276;
;16J090419: União das freguesias de Almofala e Escarigo;465;76;17;44;72;94;162;
;16J090420: União das freguesias de Cinco Vilas e Reigada;416;121;43;34;52;82;84;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;848;204;66;76;122;156;224;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;445;95;32;40;42;78;158;
;16J090415: Vermiosa;474;127;32;38;89;86;102;
;16J0905: Fornos de Algodres;3476;1042;303;288;472;573;798;
;16J090501: Algodres;395;113;40;36;47;62;97;
;16J090502: Casal Vasco;163;49;9;9;27;30;39;
;16J090504: Figueiró da Granja;284;98;23;19;40;49;55;
;16J090505: Fornos de Algodres;525;163;58;45;65;87;107;
;16J090507: Infias;84;28;6;8;12;12;18;
;16J090509: Maceira;220;66;16;15;33;41;49;
;16J090510: Matança;274;75;23;21;34;44;77;
;16J090511: Muxagata;202;69;22;18;18;31;44;
;16J090512: Queiriz;288;103;26;24;42;44;49;
;16J090517: União das freguesias de Cortiçô e Vila Chã;173;57;8;22;25;25;36;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;528;137;37;52;74;91;137;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;340;84;35;19;55;57;90;
;16J0504: Fundão;13769;3226;917;1166;2068;2941;3451;
;16J050401: Alcaide;457;149;40;51;61;71;85;
;16J050402: Alcaria;551;163;46;55;53;92;142;
;16J050403: Alcongosta;210;47;12;16;40;47;48;
;16J050406: Alpedrinha;390;48;33;40;81;98;90;
;16J050408: Barroca;75;25;5;11;18;12;4;
;16J050410: Bogas de Cima;385;128;23;34;65;72;63;
;16J050411: Capinha;480;89;23;37;52;106;173;
;16J050412: Castelejo;490;125;27;47;88;112;91;
;16J050413: Castelo Novo;301;79;25;16;37;61;83;
;16J050431: Enxames;- -;- -;- -;- -;- -;- -;- -;
;16J050416: Fatela;864;222;74;64;120;156;228;
;16J050419: Lavacolhos;175;39;9;11;31;28;57;
;16J050420: Orca;839;43;22;75;121;263;315;
;16J050421: Pêro Viseu;476;133;27;49;60;96;111;
;16J050424: Silvares;271;58;20;19;37;73;64;
;16J050425: Soalheira;684;177;60;50;108;135;154;
;16J050426: Souto da Casa;397;84;22;20;61;97;113;
;16J050427: Telhado;406;93;14;27;53;77;142;
;16J050432: Três Povos;706;178;53;50;114;164;147;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2865;744;231;279;447;547;617;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;337;89;16;35;44;84;69;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;988;215;60;84;157;220;252;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1422;298;75;96;220;330;403;
;16J0906: Gouveia;5457;1464;404;512;804;1072;1201;
;16J090602: Arcozelo;251;68;15;29;50;46;43;
;16J090603: Cativelos;666;158;48;46;95;146;173;
;16J090605: Folgosinho;261;81;28;16;32;48;56;
;16J090625: Gouveia;244;73;15;28;46;50;32;
;16J090612: Nespereira;282;76;15;32;40;66;53;
;16J090613: Paços da Serra;239;44;21;30;46;35;63;
;16J090614: Ribamondego;106;33;5;9;13;20;26;
;16J090617: São Paio;536;134;25;54;84;93;146;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;209;44;16;14;35;40;60;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;148;32;12;7;14;31;52;
;16J090626: União das freguesias de Melo e Nabais;302;88;21;36;43;62;52;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;453;122;50;72;57;76;76;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;554;124;50;42;72;146;120;
;16J090619: Vila Cortês da Serra;134;43;8;9;20;25;29;
;16J090620: Vila Franca da Serra;150;45;14;10;17;24;40;
;16J090621: Vila Nova de Tazem;922;299;61;78;140;164;180;
;16J0907: Guarda;14328;3884;1290;1151;1890;2599;3514;
;16J090766: Adão;257;61;25;20;30;48;73;
;16J090703: Aldeia do Bispo;115;20;14;4;15;33;29;
;16J090704: Aldeia Viçosa;258;71;14;20;40;42;71;
;16J090705: Alvendre;172;45;18;14;20;31;44;
;16J090706: Arrifana;257;91;20;19;40;29;58;
;16J090708: Avelãs da Ribeira;211;48;15;15;25;48;60;
;16J090709: Benespera;365;81;27;24;46;83;104;
;16J090711: Casal de Cinza;570;197;52;50;76;84;111;
;16J090712: Castanheira;483;108;35;35;69;103;133;
;16J090713: Cavadoude;206;65;18;17;30;36;40;
;16J090714: Codesseiro;274;75;21;30;31;45;72;
;16J090716: Faia;187;35;14;17;35;43;43;
;16J090717: Famalicão;399;83;16;19;53;81;147;
;16J090718: Fernão Joanes;283;66;23;28;29;56;81;
;16J090757: Gonçalo;639;106;40;40;71;160;222;
;16J090721: Gonçalo Bocas;198;72;15;26;33;26;26;
;16J090758: Guarda;839;241;79;64;114;180;161;
;16J090759: Jarmelo São Miguel;437;128;48;45;63;56;97;
;16J090760: Jarmelo São Pedro;523;157;36;55;76;85;114;
;16J090722: João Antão;157;42;12;7;13;39;44;
;16J090723: Maçainhas;349;100;36;39;55;57;62;
;16J090724: Marmeleiro;504;140;52;44;47;85;136;
;16J090725: Meios;150;57;26;15;17;21;14;
;16J090728: Panoias de Cima;351;111;28;30;60;56;66;
;16J090729: Pega;181;31;10;10;27;27;76;
;16J090730: Pêra do Moço;528;165;43;42;68;81;129;
;16J090732: Porto da Carne;142;22;8;13;31;26;42;
;16J090734: Ramela;290;82;15;20;43;57;73;
;16J090738: Santana da Azinha;339;102;52;30;23;58;74;
;16J090744: Sobral da Serra;303;70;20;24;38;62;89;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;197;55;29;5;20;38;50;
;16J090762: União de freguesias de Corujeira e Trinta;309;93;28;31;59;35;63;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;403;108;35;29;61;63;107;
;16J090764: União de freguesias de Pousade e Albardo;364;93;38;23;39;78;93;
;16J090765: União de freguesias de Rochoso e Monte Margarida;344;81;46;20;42;62;93;
;16J090746: Vale de Estrela;120;42;12;9;16;17;24;
;16J090747: Valhelhas;217;67;10;18;24;53;45;
;16J090748: Vela;580;109;41;33;84;135;178;
;16J090749: Videmonte;552;166;72;65;73;82;94;
;16J090750: Vila Cortês do Mondego;182;65;8;24;31;27;27;
;16J090751: Vila Fernando;566;168;74;33;72;96;123;
;16J090752: Vila Franca do Deão;221;62;20;17;28;27;67;
;16J090753: Vila Garcia;306;103;45;28;23;48;59;
;16J0908: Manteigas;476;142;18;32;93;112;79;
;16J090802: Manteigas (Santa Maria);159;51;7;7;28;45;21;
;16J090803: Manteigas (São Pedro);136;33;3;13;31;27;29;
;16J090801: Sameiro;72;30;3;5;15;15;4;
;16J090804: Vale de Amoreira;109;28;5;7;19;25;25;
;16J0909: Mêda;5940;1661;423;572;837;1087;1360;
;16J090901: Aveloso;287;97;22;22;37;52;57;
;16J090902: Barreira;355;72;37;26;48;65;107;
;16J090905: Coriscada;344;65;27;30;46;74;102;
;16J090907: Longroiva;494;112;28;44;87;91;132;
;16J090908: Marialva;296;55;19;31;48;63;80;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1545;485;118;151;217;275;299;
;16J090912: Poço do Canto;661;192;42;71;86;136;134;
;16J090918: Prova e Casteição;507;147;41;54;51;82;132;
;16J090914: Rabaçal;424;123;32;34;54;91;90;
;16J090915: Ranhados;434;139;32;41;73;56;93;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;593;174;25;68;90;102;134;
;16J0910: Pinhel;9605;2922;879;995;1427;1569;1813;
;16J091028: Agregação das freguesias Sul de Pinhel;647;192;64;63;66;104;158;
;16J091032: Alto do Palurdo;407;135;24;27;52;67;102;
;16J091029: Alverca da Beira/Bouça Cova;512;151;39;61;67;96;98;
;16J091009: Ervedosa;386;114;45;43;61;63;60;
;16J091010: Freixedas;956;335;58;89;163;165;146;
;16J091012: Lamegal;484;154;55;34;49;88;104;
;16J091013: Lameiras;509;192;48;64;59;60;86;
;16J091014: Manigoto;282;79;27;27;37;45;67;
;16J091015: Pala;710;265;89;69;101;107;79;
;16J091017: Pinhel;842;264;69;92;155;142;120;
;16J091018: Pínzio;407;101;27;34;70;82;93;
;16J091024: Souro Pires;587;212;67;70;69;75;94;
;16J091030: Terras de Massueime;453;132;53;46;72;71;79;
;16J091035: União das freguesias de Atalaia e Safurdão;397;98;34;35;52;65;113;
;16J091031: Valbom/Bogalhal;523;130;62;64;92;79;96;
;16J091033: Vale do Côa;590;111;49;61;112;102;155;
;16J091034: Vale do Massueime;695;198;53;94;111;116;123;
;16J091027: Vascoveiro;218;59;16;22;39;42;40;
;16J0911: Sabugal;9905;2184;755;651;1289;2159;2867;
;16J091101: Águas Belas;211;57;18;24;27;32;53;
;16J091103: Aldeia da Ponte;264;55;17;17;36;51;88;
;16J091102: Aldeia do Bispo;201;21;6;9;25;56;84;
;16J091106: Aldeia Velha;261;47;23;12;31;69;79;
;16J091107: Alfaiates;293;51;7;19;39;59;118;
;16J091109: Baraçal;218;49;14;13;18;60;64;
;16J091110: Bendada;564;134;36;39;72;141;142;
;16J091111: Bismula;168;47;10;5;24;40;42;
;16J091112: Casteleiro;486;94;23;24;81;150;114;
;16J091113: Cerdeira;121;29;6;11;13;21;41;
;16J091114: Fóios;245;44;23;23;44;56;55;
;16J091118: Malcata;256;52;13;17;37;46;91;
;16J091120: Nave;290;48;15;11;45;62;109;
;16J091123: Quadrazais;287;43;19;9;29;67;120;
;16J091124: Quintas de São Bartolomeu;169;53;18;11;8;30;49;
;16J091125: Rapoula do Côa;208;63;23;20;21;38;43;
;16J091126: Rebolosa;206;61;10;12;36;43;44;
;16J091127: Rendo;337;80;28;14;50;76;89;
;16J091133: Sortelha;520;138;34;53;55;101;139;
;16J091134: Souto;552;161;71;35;60;126;99;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;471;122;46;32;55;103;113;
;16J091142: União das freguesias de Lajeosa e Forcalhos;239;27;5;23;38;54;92;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;648;130;66;38;71;135;208;
