186120601: Aldeia da Mata;877;2;1881;16;4;131;- -;9;
186120604: Gáfete;839;10;1631;88;20;399;134;- -;
186120605: Monte da Pedra;474;2886;1533;131;2;57;26;82;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;10451;578;7412;1509;40;51;6;15;
1861207: Elvas;22528;586;22909;755;601;2765;15012;66;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;3820;39;2322;56;117;406;26;- -;
186120713: Caia, São Pedro e Alcáçova;2133;51;4467;158;29;1157;14931;- -;
186120706: Santa Eulália;5223;- -;825;433;130;6;- -;- -;
186120707: São Brás e São Lourenço;813;192;789;15;30;516;- -;14;
186120708: São Vicente e Ventosa;5576;31;3151;- -;232;491;26;52;
186120714: União das freguesias de Barbacena e Vila Fernando;1991;273;6127;49;39;146;29;- -;
186120715: União das freguesias de Terrugem e Vila Boim;2972;- -;5228;44;24;43;- -;- -;
1861208: Fronteira;5152;13;22499;664;74;561;- -;69;
186120801: Cabeço de Vide;1178;5;6293;336;9;31;- -;- -;
186120802: Fronteira;3165;8;13528;316;14;484;- -;4;
186120803: São Saturnino;809;- -;2678;12;51;46;- -;65;
1861209: Gavião;2305;62;1413;1729;48;3523;288;351;
186120902: Belver;- -;11;221;486;13;1422;110;180;
186120903: Comenda;1597;24;882;333;6;559;39;24;
186120905: Margem;138;12;26;500;2;791;94;19;
186120906: União das freguesias de Gavião e Atalaia;570;15;284;410;27;751;45;128;
1861210: Marvão;1851;40;6853;2167;30;146;85;- -;
186121001: Beirã;1134;4;1302;266;- -;- -;- -;- -;
186121002: Santa Maria de Marvão;26;- -;1107;571;4;- -;- -;- -;
186121003: Santo António das Areias;283;- -;1057;358;11;- -;- -;- -;
186121004: São Salvador da Aramenha;408;36;3387;972;15;146;85;- -;
1861211: Monforte;22267;669;12175;324;86;- -;- -;120;
186121101: Assumar;3285;100;564;- -;2;- -;- -;- -;
186121102: Monforte;11851;508;7041;11;83;- -;- -;120;
186121103: Santo Aleixo;2598;- -;1163;- -;1;- -;- -;- -;
186121104: Vaiamonte;4533;61;3407;313;- -;- -;- -;- -;
1861212: Nisa;6202;664;20760;2613;252;2461;254;895;
186121201: Alpalhão;1076;45;4113;106;44;608;102;23;
186121205: Montalvão;917;5;1760;566;30;447;24;236;
186121207: Santana;- -;- -;935;41;2;224;39;12;
186121208: São Matias;237;604;1416;59;5;216;12;121;
186121210: Tolosa;178;- -;2301;100;20;331;36;70;
186121211: União das freguesias de Arez e Amieira do Tejo;1352;10;4582;1216;68;461;7;10;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;2442;- -;5653;525;83;174;34;423;
1861213: Ponte de Sor;8203;6925;32984;2071;219;15265;1412;3729;
186121304: Foros de Arrão;1766;19;3301;39;4;952;76;262;
186121301: Galveias;510;327;6581;104;7;865;91;43;
186121305: Longomel;1014;25;704;175;11;2276;263;60;
186121302: Montargil;3169;342;9240;1093;162;2962;187;1532;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;1744;6212;13158;660;35;8210;795;1832;
1861214: Portalegre;10281;752;19635;7896;111;3243;439;1391;
186121401: Alagoa;764;10;756;52;4;- -;- -;- -;
186121402: Alegrete;556;2;4571;1596;9;705;70;- -;
186121404: Fortios;2382;501;2279;881;33;561;123;638;
186121411: União das freguesias da Sé e São Lourenço;67;12;1214;208;6;996;170;90;
186121412: União das freguesias de Reguengo e São Julião;427;9;1759;2059;14;571;62;68;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;1160;68;1603;1644;25;410;14;15;
186121410: Urra;4925;150;7453;1456;20;- -;- -;580;
1861215: Sousel;4557;2589;20597;48;41;409;15;29;
186121501: Cano;410;830;6067;5;1;73;- -;- -;
186121502: Casa Branca;1547;1007;4808;- -;5;45;- -;29;
186121503: Santo Amaro;700;734;2700;4;8;122;2;- -;
186121504: Sousel;1900;18;7022;39;27;169;13;- -;
187: Alentejo Central;204658;242412;313237;28062;2824;395042;3297;9719;
1870701: Alandroal;14167;4923;22130;7411;302;5330;177;328;
187070104: Capelins (Santo António);2665;374;2290;604;15;886;7;10;
187070103: Santiago Maior;2994;627;6265;2341;85;2325;165;- -;
187070105: Terena (São Pedro);1033;2464;6203;958;74;677;- -;93;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);7475;1458;7372;3508;128;1442;5;225;
1870702: Arraiolos;21087;38309;28101;1579;94;7580;39;979;
187070201: Arraiolos;5616;- -;7096;849;17;57;- -;748;
187070202: Igrejinha;3053;110;1310;40;17;102;- -;- -;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;3365;143;3771;317;30;17;- -;25;
187070209: União das freguesias de São Gregório e Santa Justa;2430;164;6346;11;2;89;- -;162;
187070206: Vimieiro;6623;37892;9578;362;28;7315;39;44;
1870703: Borba;2585;3831;9145;151;42;2127;1008;2000;
187070301: Borba (Matriz);296;924;3324;23;30;1128;45;2000;
187070304: Borba (São Bartolomeu);- -;- -;- -;- -;- -;- -;- -;- -;
187070302: Orada;1172;13;3097;54;5;443;33;- -;
187070303: Rio de Moinhos;1117;2894;2724;74;7;556;930;- -;
1870704: Estremoz;7988;9916;39365;1835;92;4524;268;772;
187070401: Arcos;230;155;4595;13;1;292;65;- -;
187070404: Évora Monte (Santa Maria);1652;930;2259;1;2;382;- -;- -;
187070402: Glória;404;169;3172;1092;6;1052;139;62;
187070411: São Domingos de Ana Loura;380;67;594;- -;- -;- -;- -;- -;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1580;2706;6717;215;23;418;- -;505;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;874;698;5988;138;13;724;34;8;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;1095;255;3714;2;3;259;- -;- -;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);1145;4629;7346;347;15;1015;26;187;
187070413: Veiros;628;307;4980;27;29;382;4;10;
1870705: Évora;41414;5753;42737;1367;449;6466;194;358;
187070515: Canaviais;300;6;1234;188;34;1015;1;5;
187070502: Nossa Senhora da Graça do Divor;4070;142;2338;358;16;242;- -;- -;
187070503: Nossa Senhora de Machede;4457;1499;5692;175;79;782;60;73;
187070506: São Bento do Mato;872;666;4121;- -;1;440;- -;- -;
187070509: São Miguel de Machede;1997;13;5745;11;6;463;3;160;
187070513: Torre de Coelheiros;8140;1020;1721;111;49;12;- -;70;
187070522: União das freguesias de Bacelo e Senhora da Saúde;1208;60;3495;183;86;2064;59;- -;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);- -;- -;- -;- -;- -;- -;- -;- -;
187070524: União das freguesias de Malagueira e Horta das Figueiras;1870;7;2421;37;30;430;2;- -;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;10253;260;2989;237;99;256;- -;- -;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;6325;1910;8942;25;42;267;33;50;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;1922;170;4039;42;7;495;36;- -;
1870706: Montemor-o-Novo;43133;85396;58357;990;571;14600;76;255;
187070601: Cabrela;4779;1405;7498;65;32;195;- -;- -;
187070607: Ciborro;1846;102;3262;- -;29;88;- -;- -;
187070610: Foros de Vale de Figueira;702;872;5128;220;5;629;21;- -;
187070605: Santiago do Escoural;6591;5062;5967;37;48;723;12;- -;
187070606: São Cristóvão;6318;226;5311;58;28;627;13;- -;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;3284;17156;5503;235;46;311;- -;140;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;19613;60573;25688;375;383;12027;30;115;
1870707: Mora;10118;527;23223;605;83;2289;69;470;
187070701: Brotas;2370;- -;2702;18;20;134;6;131;
187070702: Cabeção;1333;- -;114;3;29;164;30;29;
187070703: Mora;1504;2;2716;196;6;994;21;64;
187070704: Pavia;4911;525;17691;388;28;997;12;246;
1870708: Mourão;7980;1539;5669;1868;90;1869;20;180;
187070801: Granja;5799;1489;1551;1124;46;109;- -;180;
187070802: Luz;344;2;302;51;5;143;- -;- -;
187070803: Mourão;1837;48;3816;693;39;1617;20;- -;
1870709: Portel;12282;39084;28400;3737;156;4355;32;2115;
187070903: Monte do Trigo;4602;5798;1869;24;12;625;2;20;
187070905: Portel;1810;879;16356;2150;62;1693;- -;559;
187070906: Santana;1210;36;2403;819;13;610;13;551;
187070909: União das freguesias de Amieira e Alqueva;2363;1142;2347;568;45;523;- -;980;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;1849;3866;3975;148;11;468;9;- -;
187070908: Vera Cruz;448;27363;1450;28;13;436;8;5;
1870710: Redondo;11246;4082;8407;871;262;18638;48;1924;
187071001: Montoito;133;120;1354;75;11;301;17;- -;
187071002: Redondo;11113;3962;7053;796;251;18337;31;1924;
1870711: Reguengos de Monsaraz;7293;3501;12156;2701;107;2903;362;135;
187071102: Corval;1691;1788;4310;403;5;445;- -;49;
187071103: Monsaraz;1249;87;2570;746;54;268;12;16;
187071104: Reguengos de Monsaraz;1294;149;1357;717;47;1790;350;20;
187071106: União das freguesias de Campo e Campinho;3059;1477;3919;835;1;400;- -;50;
1870712: Vendas Novas;5066;34107;5390;126;140;321645;932;106;
187071202: Landeira;2033;2;1969;- -;122;285;837;- -;
187071201: Vendas Novas;3033;34105;3421;126;18;321360;95;106;
1870713: Viana do Alentejo;13551;11128;21322;3198;175;1191;16;13;
187071303: Aguiar;1196;830;1838;- -;1;74;- -;- -;
187071301: Alcáçovas;10160;10119;7553;755;97;346;- -;- -;
187071302: Viana do Alentejo;2195;179;11931;2443;77;771;16;13;
1870714: Vila Viçosa;6748;316;8835;1623;261;1525;56;84;
187071401: Bencatel;601;9;3075;23;10;350;9;37;
187071402: Ciladas;5902;259;2206;872;223;496;26;20;
187071406: Nossa Senhora da Conceição e São Bartolomeu;140;40;2845;42;26;293;21;17;
187071404: Pardais;105;8;709;686;2;386;- -;10;
15: Algarve;7922;23962;45009;15575;1860;74997;3726;35579;
150: Algarve;7922;23962;45009;15575;1860;74997;3726;35579;
1500801: Albufeira;36;83;3535;264;49;2547;135;320;
150080106: Albufeira e Olhos de Água;- -;15;890;15;13;735;47;- -;
150080104: Ferreiras;- -;31;912;22;7;848;11;300;
150080102: Guia;22;32;958;51;28;408;16;- -;
150080103: Paderne;14;5;775;176;1;556;61;20;
1500802: Alcoutim;81;398;7835;2153;118;5534;39;1176;
150080202: Giões;30;76;1453;365;3;538;3;171;
150080203: Martim Longo;24;124;1968;756;32;2216;5;589;
150080206: União das freguesias de Alcoutim e Pereiro;27;52;3606;159;41;1636;31;169;
150080205: Vaqueiros;- -;146;808;873;42;1144;- -;247;
1500803: Aljezur;1996;335;492;867;165;4140;342;1457;
150080301: Aljezur;512;80;226;342;66;1301;155;448;
150080302: Bordeira;260;39;43;515;39;498;59;1009;
150080303: Odeceixe;423;83;78;- -;33;800;22;- -;
150080304: Rogil;801;133;145;10;27;1541;106;- -;
1500804: Castro Marim;756;524;2760;3662;159;4202;44;981;
150080404: Altura;295;345;252;649;33;89;- -;- -;
150080401: Azinhal;34;28;348;393;26;952;28;124;
150080402: Castro Marim;390;41;744;1281;39;883;5;302;
150080403: Odeleite;37;110;1416;1339;61;2278;11;555;
1500805: Faro;260;86;1440;186;28;2341;135;55;
150080506: Montenegro;- -;- -;40;10;- -;30;- -;- -;
150080503: Santa Bárbara de Nexe;- -;29;321;14;5;666;- -;- -;
150080507: União das freguesias de Conceição e Estoi;58;24;969;59;16;1131;39;41;
150080508: União das freguesias de Faro (Sé e São Pedro);202;33;110;103;7;514;96;14;
1500806: Lagoa;173;2072;338;229;76;1958;44;67;
150080602: Ferragudo;- -;2;- -;4;3;172;- -;- -;
150080604: Porches;- -;- -;- -;2;16;143;- -;- -;
150080607: União das freguesias de Estômbar e Parchal;2;2059;160;15;26;511;16;62;
150080608: União das freguesias de Lagoa e Carvoeiro;171;11;178;208;31;1132;28;5;
1500807: Lagos;803;177;264;280;226;3751;93;855;
150080703: Luz;228;31;17;11;60;961;51;53;
150080704: Odiáxere;326;81;100;141;47;1303;38;- -;
150080707: União das freguesias de Bensafrim e Barão de São João;143;47;145;118;102;1180;4;490;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);106;18;2;10;17;307;- -;312;
1500808: Loulé;201;732;8840;1769;107;12262;476;5685;
150080801: Almancil;102;18;589;25;4;895;- -;- -;
150080802: Alte;13;137;1578;116;39;1750;69;754;
150080803: Ameixial;56;353;1482;489;13;822;26;1452;
150080804: Boliqueime;22;3;1203;67;4;1322;16;560;
150080808: Loulé (São Clemente);- -;2;239;84;11;850;65;181;
150080809: Loulé (São Sebastião);4;67;573;68;1;1506;108;- -;
150080805: Quarteira;- -;4;185;23;- -;336;1;12;
150080807: Salir;- -;129;1131;735;13;3065;108;2065;
150080812: União de freguesias de Querença, Tôr e Benafim;4;19;1860;162;22;1716;83;661;
1500809: Monchique;512;11810;338;917;49;4682;824;8382;
150080901: Alferce;7;4211;108;239;6;917;265;1562;
150080902: Marmelete;413;6226;60;100;16;1762;164;4084;
150080903: Monchique;92;1373;170;578;27;2003;395;2736;
1500810: Olhão;53;50;651;77;34;3673;71;501;
150081003: Olhão;- -;- -;- -;- -;- -;17;- -;- -;
150081004: Pechão;10;10;263;34;3;373;13;- -;
150081005: Quelfes;43;25;294;8;30;967;51;200;
150081006: União das freguesias de Moncarapacho e Fuseta;- -;15;94;35;1;2316;7;301;
1500811: Portimão;870;1821;881;359;190;3325;364;6147;
150081101: Alvor;- -;11;51;7;25;744;113;- -;
150081102: Mexilhoeira Grande;327;1707;698;234;98;2149;182;4987;
150081103: Portimão;543;103;132;118;67;432;69;1160;
1500812: São Brás de Alportel;3;73;287;183;13;2782;281;554;
150081201: São Brás de Alportel;3;73;287;183;13;2782;281;554;
1500813: Silves;1074;4990;8864;2126;252;9968;419;4935;
150081303: Armação de Pêra;- -;3;6;1;- -;20;- -;- -;
150081305: São Bartolomeu de Messines;465;1882;5169;788;67;3944;149;3817;
150081306: São Marcos da Serra;365;3010;1449;600;124;2041;65;1007;
150081307: Silves;205;64;673;215;23;2267;128;111;
150081309: União das freguesias de Alcantarilha e Pêra;- -;11;837;162;26;640;21;- -;
150081310: União das freguesias de Algoz e Tunes;39;20;730;360;12;1056;56;- -;
1500814: Tavira;188;693;2161;1369;251;10849;296;4383;
150081401: Cachopo;56;259;881;393;60;1889;20;1277;
150081404: Santa Catarina da Fonte do Bispo;2;147;394;250;31;3066;159;504;
150081408: Santa Luzia;- -;7;95;- -;3;200;- -;- -;
150081410: União das freguesias de Conceição e Cabanas de Tavira;105;167;194;89;39;1667;25;165;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;7;22;139;400;17;1896;61;1207;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);18;91;458;237;101;2131;31;1230;
1500815: Vila do Bispo;909;74;5924;610;58;1286;92;16;
150081501: Barão de São Miguel;4;2;288;73;10;69;- -;- -;
150081502: Budens;294;35;6;7;20;224;3;- -;
150081504: Sagres;172;4;2017;378;11;134;6;- -;
150081506: Vila do Bispo e Raposeira;439;33;3613;152;17;859;83;16;
1500816: Vila Real de Santo António;7;44;399;524;85;1697;71;65;
150081603: Monte Gordo;- -;- -;- -;- -;- -;88;- -;- -;
150081601: Vila Nova de Cacela;7;44;399;524;82;1448;61;51;
150081602: Vila Real de Santo António;- -;- -;- -;- -;3;161;10;14;
2: Região Autónoma dos Açores;248763;42276;3850;8018;2742;482820;29610;1921;
20: Região Autónoma dos Açores;248763;42276;3850;8018;2742;482820;29610;1921;
200: Região Autónoma dos Açores;248763;42276;3850;8018;2742;482820;29610;1921;
2004301: Angra do Heroísmo;37771;6116;403;1396;408;111644;2134;156;
200430101: Altares;2895;69;15;49;100;804;69;8;
200430102: Angra (Nossa Senhora da Conceição);419;65;8;33;7;312;6;25;
200430103: Angra (Santa Luzia);226;8;13;16;5;137;16;- -;
200430104: Angra (São Pedro);67;20;10;26;6;275;4;10;
200430105: Angra (Sé);47;- -;- -;- -;- -;- -;- -;- -;
200430106: Cinco Ribeiras;1700;55;32;68;14;615;48;- -;
200430107: Doze Ribeiras;1362;34;10;11;11;346;6;- -;
200430108: Feteira;1017;109;5;37;5;939;26;3;
200430109: Porto Judeu;6357;253;47;126;14;2090;99;3;
200430110: Posto Santo;3364;2908;15;54;13;858;87;- -;
200430111: Raminho;2146;48;47;24;13;391;19;- -;
200430112: Ribeirinha;1949;1423;10;391;22;983;47;66;
200430113: Santa Bárbara;2535;99;29;82;26;1436;33;- -;
200430114: São Bartolomeu de Regatos;2282;162;24;99;20;1121;115;6;
200430115: São Bento;1776;48;12;32;21;562;10;20;
200430116: São Mateus da Calheta;837;105;27;57;30;1145;81;6;
200430117: Serreta;811;34;10;36;10;349;2;- -;
200430118: Terra Chã;1498;57;39;50;51;97047;21;9;
200430119: Vila de São Sebastião;6483;619;50;205;40;2234;1445;- -;
2004501: Calheta;10319;1622;329;303;153;4779;180;78;
200450101: Calheta;1453;235;35;90;22;767;9;46;
200450102: Norte Pequeno;1001;95;- -;4;1;201;- -;- -;
200450103: Ribeira Seca;2813;344;118;123;33;2102;104;23;
200450104: Santo Antão;3827;795;73;34;68;1231;26;- -;
200450105: Topo (Nossa Senhora do Rosário);1225;153;103;52;29;478;41;9;
2004901: Corvo;982;178;1;18;24;573;3;- -;
200490101: Corvo;982;178;1;18;24;573;3;- -;
2004701: Horta;15428;741;249;443;245;8224;268;86;
200470101: Capelo;323;35;2;19;1;151;1;- -;
200470102: Castelo Branco;2055;89;4;9;36;972;18;- -;
200470103: Cedros;2395;95;3;47;19;808;24;13;
200470104: Feteira;2339;134;109;44;40;1789;30;2;
200470105: Flamengos;1680;97;57;38;32;991;78;25;
200470106: Horta (Angústias);141;29;40;5;9;202;4;- -;
200470107: Horta (Conceição);331;11;- -;29;19;349;52;1;
200470108: Horta (Matriz);26;4;- -;3;- -;20;- -;- -;
200470109: Pedro Miguel;2034;74;31;71;36;995;33;- -;
200470110: Praia do Almoxarife;1107;26;- -;48;9;454;- -;- -;
200470111: Praia do Norte;751;44;- -;3;2;513;1;- -;
200470112: Ribeirinha;886;38;1;94;24;331;12;- -;
200470113: Salão;1360;65;2;33;18;649;15;45;
2004201: Lagoa;6274;365;36;218;43;174323;3610;143;
200420101: Água de Pau;1512;58;13;70;10;4251;31;100;
200420102: Cabouco;1266;135;9;23;12;163669;104;29;
200420103: Lagoa (Nossa Senhora do Rosário);163;128;- -;87;7;5682;3421;- -;
200420104: Lagoa (Santa Cruz);3066;38;14;30;11;569;50;14;
200420105: Ribeira Chã;267;6;- -;8;3;152;4;- -;
2004801: Lajes das Flores;3167;547;596;145;40;2725;98;89;
200480101: Fajã Grande;394;65;58;23;4;383;5;8;
200480102: Fajãzinha;180;24;66;3;1;332;17;16;
200480103: Fazenda;473;96;53;22;10;381;5;10;
200480104: Lajedo;615;138;41;13;9;479;23;55;
200480105: Lajes das Flores;804;105;317;63;13;698;34;- -;
200480106: Lomba;539;108;61;19;2;346;14;- -;
200480107: Mosteiro;162;11;- -;2;1;106;- -;- -;
2004601: Lajes do Pico;11226;906;198;218;118;4286;47;74;
200460101: Calheta de Nesquim;1089;75;6;19;18;554;4;- -;
200460102: Lajes do Pico;4021;412;104;76;13;955;27;53;
200460103: Piedade;2310;128;28;39;45;1101;2;1;
200460104: Ribeiras;2120;131;7;38;19;680;1;20;
200460105: Ribeirinha;814;123;6;40;20;804;13;- -;
200460106: São João;872;37;47;6;3;192;- -;- -;
2004602: Madalena;8141;779;259;397;48;6169;90;196;
200460201: Bandeiras;703;49;2;42;3;468;6;40;
200460202: Candelária;1251;109;31;30;13;1528;6;81;
200460203: Criação Velha;2781;116;15;93;3;1089;10;25;
200460204: Madalena;1724;257;88;123;16;1506;20;11;
200460205: São Caetano;693;185;110;78;6;1148;46;9;
200460206: São Mateus;989;63;13;31;7;430;2;30;
2004202: Nordeste;9644;186;8;309;74;1742;254;47;
200420201: Achada;1407;27;- -;69;7;512;36;- -;
200420202: Achadinha;1265;36;1;45;10;398;55;- -;
200420208: Algarvia;337;4;- -;19;7;20;- -;- -;
200420203: Lomba da Fazenda;1298;7;3;57;21;15;7;- -;
200420204: Nordeste;2265;26;- -;42;10;181;50;30;
200420206: Salga;1024;44;3;36;3;424;16;- -;
200420207: Santana;714;35;1;12;5;150;90;- -;
200420209: Santo António de Nordestinho;555;5;- -;13;4;27;- -;2;
200420210: São Pedro de Nordestinho;779;2;- -;16;7;15;- -;15;
2004203: Ponta Delgada;44826;8720;68;1207;419;71987;20296;553;
200420323: Ajuda da Bretanha;688;18;- -;2;5;89;7;- -;
200420301: Arrifes;8796;163;6;41;29;1454;169;- -;
200420303: Candelária;1031;55;1;32;13;873;196;35;
200420304: Capelas;5563;4220;21;55;19;10721;1712;34;
